Index,PDB Code,Class,Region
d2ic2a1,2ic2,all-b,A:466-572
d2ibga1,2ibg,all-b,A:573-667
d1x5aa1,1x5a,all-b,A:8-101
d1b4ra_,1b4r,all-b,A:
d1l0qa1,1l0q,all-b,A:302-391
d1wgoa_,1wgo,all-b,A:
d1jz8a1,1jz8,all-b,A:220-333
d1jz8a2,1jz8,all-b,A:626-730
d1yq2a1,1yq2,all-b,A:610-721
d1yq2a2,1yq2,all-b,A:220-312
d1bhga1,1bhg,all-b,A:226-328
d1ex0a2,1ex0,all-b,A:516-627
d1ex0a3,1ex0,all-b,A:628-727
d1kv3a2,1kv3,all-b,A:469-585
d1kv3a3,1kv3,all-b,A:586-687
d1vjja2,1vjj,all-b,A:479-593
d1vjja3,1vjj,all-b,A:594-692
d1g0da2,1g0d,all-b,A:472-583
d1g0da3,1g0d,all-b,A:584-684
d1edha2,1edh,all-b,A:102-213
d2omyb1,2omy,all-b,B:-2-100
d1l3wa3,1l3w,all-b,A:214-326
d1l3wa4,1l3w,all-b,A:327-433
d1l3wa5,1l3w,all-b,A:434-540
d1u2ca1,1u2c,all-b,A:58-160
d2mcma_,2mcm,all-b,A:
d1j48a_,1j48,all-b,A:
d2c9va1,2c9v,all-b,A:1-153
d1oala_,1oal,all-b,A:
d1pzsa_,1pzs,all-b,A:
d1ej8a_,1ej8,all-b,A:
d1pl3a_,1pl3,all-b,A:
d1i8aa_,1i8a,all-b,A:
d1ug9a3,1ug9,all-b,A:776-1020
d1ifra_,1ifr,all-b,A:
d1kyfa1,1kyf,all-b,A:692-824
d1e42a1,1e42,all-b,A:705-824
d1gyva_,1gyv,all-b,A:
d1p4ua_,1p4u,all-b,A:
d1r4xa1,1r4x,all-b,A:600-762
d1m1xa1,1m1x,all-b,A:439-598
d1m1xa2,1m1x,all-b,A:599-737
d1m1xa3,1m1x,all-b,A:738-956
d2j2za1,2j2z,all-b,A:1-124
d1ze3c1,1ze3,all-b,C:1-121
d1p5va1,1p5v,all-b,A:7-147
d1grwa_,1grw,all-b,A:
d1rowa_,1row,all-b,A:
d1wica_,1wic,all-b,A:
d4kbpa1,4kbp,all-b,A:9-120
d1osya_,1osy,all-b,A:
d1dqia_,1dqi,all-b,A:
d1vzia1,1vzi,all-b,A:38-125
d1l6pa_,1l6p,all-b,A:
d1f00i1,1f00,all-b,I:658-752
d1f00i2,1f00,all-b,I:753-841
d1cwva1,1cwv,all-b,A:503-596
d1cwva2,1cwv,all-b,A:597-692
d1cwva3,1cwv,all-b,A:693-795
d1cwva4,1cwv,all-b,A:796-886
d1lmia_,1lmi,all-b,A:
d1o75a1,1o75,all-b,A:207-332
d1o75a2,1o75,all-b,A:333-414
d1roca_,1roc,all-b,A:
d1xq4a_,1xq4,all-b,A:
d1xvsa_,1xvs,all-b,A:
d1xaka_,1xak,all-b,A:
d1xo8a_,1xo8,all-b,A:
d2h7wa1,2h7w,all-b,A:3-110
d2c34a1,2c34,all-b,A:1-113
d2dpka1,2dpk,all-b,A:370-502
d2fwua1,2fwu,all-b,A:501-657
d1f0la1,1f0l,all-b,A:381-535
d1exha_,1exh,all-b,A:
d1e5ca_,1e5c,all-b,A:
d1nbca_,1nbc,all-b,A:
d1g87a2,1g87,all-b,A:457-614
d1aoha_,1aoh,all-b,A:
d1g1ka_,1g1k,all-b,A:
d1zv9a1,1zv9,all-b,A:3-173
d1qbaa2,1qba,all-b,A:28-200
d1amxa_,1amx,all-b,A:
d1n67a1,1n67,all-b,A:229-369
d1n67a2,1n67,all-b,A:370-560
d1r17a1,1r17,all-b,A:276-424
d1r17a2,1r17,all-b,A:425-596
d1uwfa1,1uwf,all-b,A:1-158
d1ze3h1,1ze3,all-b,H:159-279
d1pdkb_,1pdk,all-b,B:
d1n12a_,1n12,all-b,A:
d1p5vb_,1p5v,all-b,B:
d2co3a1,2co3,all-b,A:10-142
d1j8ra_,1j8r,all-b,A:
d2bsca1,2bsc,all-b,A:1-176
d1ut1a_,1ut1,all-b,A:
d1ayoa_,1ayo,all-b,A:
d2ac0a1,2ac0,all-b,A:96-289
d1t4wa_,1t4w,all-b,A:
d1p7hl2,1p7h,all-b,L:393-575
d1a3qa2,1a3q,all-b,A:37-226
d1nfia2,1nfi,all-b,A:20-189
d1h6fa_,1h6f,all-b,A:
d1bg1a2,1bg1,all-b,A:322-575
d1uura2,1uur,all-b,A:360-576
d1eaqa_,1eaq,all-b,A:
d1mnna_,1mnn,all-b,A:
d1ttua2,1ttu,all-b,A:196-380
d2bp5m1,2bp5,all-b,M:159-435
d2dewx1,2dew,all-b,X:113-293
d1nkga1,1nkg,all-b,A:251-337
d1qhoa2,1qho,all-b,A:577-686
d1kula_,1kul,all-b,A:
d1vema1,1vem,all-b,A:418-516
d1h8la1,1h8l,all-b,A:305-383
d1uwya1,1uwy,all-b,A:297-403
d2b59b2,2b59,all-b,B:8-103
d1lm8v_,1lm8,all-b,V:
d1f86a_,1f86,all-b,A:
d1d2oa1,1d2o,all-b,A:535-624
d1d2pa4,1d2p,all-b,A:812-907
d1vlen1,1vle,all-b,N:196-274
d1dmha_,1dmh,all-b,A:
d2buqa1,2buq,all-b,A:4-200
d2buqb1,2buq,all-b,B:303-540
d1s9aa_,1s9a,all-b,A:
d1xpna_,1xpn,all-b,A:
d1c3ga1,1c3g,all-b,A:180-259
d1c3ga2,1c3g,all-b,A:260-349
d1nlta2,1nlt,all-b,A:258-337
d1z6fa1,1z6f,all-b,A:263-356
d1xp4a1,1xp4,all-b,A:294-386
d1tvfa1,1tvf,all-b,A:316-383
d1ok0a_,1ok0,all-b,A:
d1js8a2,1js8,all-b,A:2792-2892
d2ccva1,2ccv,all-b,A:1-99
d1sfda_,1sfd,all-b,A:
d1plca_,1plc,all-b,A:
d1kdja_,1kdj,all-b,A:
d1bawa_,1baw,all-b,A:
d1bqka_,1bqk,all-b,A:
d1f56a_,1f56,all-b,A:
d2ccwa1,2ccw,all-b,A:1-129
d1qhqa_,1qhq,all-b,A:
d1e30a_,1e30,all-b,A:
d1ws8a_,1ws8,all-b,A:
d1ibya_,1iby,all-b,A:
d1fwxa1,1fwx,all-b,A:452-581
d1cyxa_,1cyx,all-b,A:
d1v54b1,1v54,all-b,B:91-227
d2cuaa_,2cua,all-b,A:
d2bw4a1,2bw4,all-b,A:8-164
d2bw4a2,2bw4,all-b,A:166-338
d1kbva1,1kbv,all-b,A:13-163
d1kbva2,1kbv,all-b,A:164-314
d1kv7a1,1kv7,all-b,A:31-170
d1kv7a2,1kv7,all-b,A:171-335
d1kv7a3,1kv7,all-b,A:336-516
d1gska1,1gsk,all-b,A:2-182
d1gska2,1gsk,all-b,A:183-356
d1gska3,1gsk,all-b,A:357-510
d1aoza1,1aoz,all-b,A:1-129
d1aoza2,1aoz,all-b,A:130-338
d1aoza3,1aoz,all-b,A:339-552
d1hfua1,1hfu,all-b,A:1-131
d1hfua2,1hfu,all-b,A:132-303
d1hfua3,1hfu,all-b,A:304-503
d2ih8a1,2ih8,all-b,A:1-162
d2ih8a2,2ih8,all-b,A:163-343
d2ih8a3,2ih8,all-b,A:344-559
d2j5wa1,2j5w,all-b,A:1-192
d2j5wa2,2j5w,all-b,A:555-699
d2j5wa3,2j5w,all-b,A:347-553
d2j5wa4,2j5w,all-b,A:706-884
d1sddb1,1sdd,all-b,B:1657-1723
d1sddb2,1sdd,all-b,B:1724-1862
d1ikop_,1iko,all-b,P:
d1shxa1,1shx,all-b,A:32-170
d2dewx2,2dew,all-b,X:4-112
d1kzqa1,1kzq,all-b,A:3-131
d1kzqa2,1kzq,all-b,A:132-255
d1so9a_,1so9,all-b,A:
d1djxa2,1djx,all-b,A:626-756
d1cjya1,1cjy,all-b,A:13-141
d1d5ra1,1d5r,all-b,A:188-351
d1e7ua2,1e7u,all-b,A:351-524
d1bdya_,1bdy,all-b,A:
d1gmia_,1gmi,all-b,A:
d2nq3a1,2nq3,all-b,A:13-145
d2cjta1,2cjt,all-b,A:1-128
d1tjxa_,1tjx,all-b,A:
d1rsya_,1rsy,all-b,A:
d1ugka_,1ugk,all-b,A:
d2bwqa1,2bwq,all-b,A:729-853
d1rh8a_,1rh8,all-b,A:
d1a25a_,1a25,all-b,A:
d2cm5a1,2cm5,all-b,A:541-677
d1wfja_,1wfj,all-b,A:
d1wfma_,1wfm,all-b,A:
d2j2za2,2j2z,all-b,A:125-217
d1ze3c2,1ze3,all-b,C:122-205
d1p5va2,1p5v,all-b,A:148-233
d1whoa_,1who,all-b,A:
d1dcea2,1dce,all-b,A:242-350
d1czya1,1czy,all-b,A:350-501
d1lb6a_,1lb6,all-b,A:
d2cr2a1,2cr2,all-b,A:8-153
d1k2fa_,1k2f,all-b,A:
d1jk4a_,1jk4,all-b,A:
d1m1ha1,1m1h,all-b,A:51-131
d1nlqa_,1nlq,all-b,A:
d1xe0a_,1xe0,all-b,A:
d1bev1_,1bev,all-b,0.04166666667
d1pvc1_,1pvc,all-b,0.04166666667
d1aym3_,1aym,all-b,0.125
d1aym1_,1aym,all-b,0.04166666667
d1qqp3_,1qqp,all-b,0.125
d2mev3_,2mev,all-b,0.125
d2mev1_,2mev,all-b,0.04166666667
d1b35b_,1b35,all-b,B:
d1b35a_,1b35,all-b,A:
d1a6ca1,1a6c,all-b,A:1-176
d1a6ca2,1a6c,all-b,A:177-348
d1a6ca3,1a6c,all-b,A:349-513
d1ny721,1ny7,all-b,2:1-182
d1ny722,1ny7,all-b,2:183-369
d1ny711,1ny7,all-b,1:1-189
d1pgw11,1pgw,all-b,1:1-185
d1ihma_,1ihm,all-b,A:
d2bbva_,2bbv,all-b,A:
d1ohfa_,1ohf,all-b,A:
d1yc611,1yc6,all-b,1:36-189
d1ddla_,1ddl,all-b,A:
d1auya_,1auy,all-b,A:
d1c8na_,1c8n,all-b,A:
d1opoa_,1opo,all-b,A:
d1smva_,1smv,all-b,A:
d1f2na_,1f2n,all-b,A:
d1ng0a_,1ng0,all-b,A:
d1wcdj1,1wcd,all-b,J:11-431
d2bpa1_,2bpa,all-b,0.04166666667
d2bpa2_,2bpa,all-b,0.08333333333
d1m06g_,1m06,all-b,G:
d1c8da_,1c8d,all-b,A:
d1lp3a_,1lp3,all-b,A:
d1dnva_,1dnv,all-b,A:
d1vpsa_,1vps,all-b,A:
d1dzla_,1dzl,all-b,A:
d1hx6a1,1hx6,all-b,A:15-244
d1hx6a2,1hx6,all-b,A:245-384
d1m3ya1,1m3y,all-b,A:25-221
d1m3ya2,1m3y,all-b,A:222-437
d1p2za1,1p2z,all-b,A:5-650
d1p2za2,1p2z,all-b,A:651-962
d1stma_,1stm,all-b,A:
d1a34a_,1a34,all-b,A:
d2buka1,2buk,all-b,A:12-195
d1pgsa1,1pgs,all-b,A:4-140
d1pgsa2,1pgs,all-b,A:141-314
d1yi9a1,1yi9,all-b,A:47-198
d1yi9a2,1yi9,all-b,A:199-355
d1h4ax1,1h4a,all-b,X:1-85
d1h4ax2,1h4a,all-b,X:87-174
d1bd7a_,1bd7,all-b,A:
d1okia1,1oki,all-b,A:54-144
d1okia2,1oki,all-b,A:145-236
d1npsa_,1nps,all-b,A:
d1hdfa_,1hdf,all-b,A:
d1wkta_,1wkt,all-b,A:
d1bhua_,1bhu,all-b,A:
d1f53a_,1f53,all-b,A:
d1g6ea_,1g6e,all-b,A:
d1c01a_,1c01,all-b,A:
d1f8na2,1f8n,all-b,A:6-149
d1loxa2,1lox,all-b,A:2-112
d1bu8a1,1bu8,all-b,A:337-449
d1ca1a2,1ca1,all-b,A:250-370
d1df0a2,1df0,all-b,A:356-514
d1olma2,1olm,all-b,A:275-393
d1nc7a_,1nc7,all-b,A:
d1f35a_,1f35,all-b,A:
d1shsa_,1shs,all-b,A:
d1gmea_,1gme,all-b,A:
d1ejfa_,1ejf,all-b,A:
d1xo9a_,1xo9,all-b,A:
d1rl1a_,1rl1,all-b,A:
d1wh0a_,1wh0,all-b,A:
d1wfia_,1wfi,all-b,A:
d1wgva_,1wgv,all-b,A:
d1u00a2,1u00,all-b,A:389-503
d1slua_,1slu,all-b,A:
d1a44a_,1a44,all-b,A:
d1qoua_,1qou,all-b,A:
d1fjja_,1fjj,all-b,A:
d2ag4a1,2ag4,all-b,A:2-164
d1uw6a_,1uw6,all-b,A:
d1tg7a1,1tg7,all-b,A:570-666
d1k3ia2,1k3i,all-b,A:-12-150
d1w8oa2,1w8o,all-b,A:506-647
d1sddb3,1sdd,all-b,B:1863-2024
d1d7pm_,1d7p,all-b,M:
d1kexa_,1kex,all-b,A:
d1jhja_,1jhj,all-b,A:
d1gqpa_,1gqp,all-b,A:
d1tvga_,1tvg,all-b,A:
d1ji6a1,1ji6,all-b,A:503-652
d1ciya1,1ciy,all-b,A:462-609
d1i5pa1,1i5p,all-b,A:473-633
d1shwb_,1shw,all-b,B:
d1jz8a3,1jz8,all-b,A:13-219
d1bhga2,1bhg,all-b,A:22-225
d1hn0a2,1hn0,all-b,A:25-234
d1gu3a_,1gu3,all-b,A:
d1cx1a_,1cx1,all-b,A:
d1k42a_,1k42,all-b,A:
d1guia_,1gui,all-b,A:
d1uxza_,1uxz,all-b,A:
d1od3a_,1od3,all-b,A:
d1w9sa_,1w9s,all-b,A:
d1gnya_,1gny,all-b,A:
d1j83a_,1j83,all-b,A:
d1h6ya_,1h6y,all-b,A:
d1oh4a_,1oh4,all-b,A:
d1pmhx_,1pmh,all-b,X:
d1gwma_,1gwm,all-b,A:
d1k12a_,1k12,all-b,A:
d1xnta_,1xnt,all-b,A:
d1umha_,1umh,all-b,A:
d1o59a1,1o59,all-b,A:0-187
d1o59a2,1o59,all-b,A:194-343
d1ju3a1,1ju3,all-b,A:352-574
d1mpxa1,1mpx,all-b,A:405-637
d1lnsa2,1lns,all-b,A:551-763
d1l7la_,1l7l,all-b,A:
d2id4a1,2id4,all-b,A:461-601
d1p8ja1,1p8j,all-b,A:443-578
d1wmda1,1wmd,all-b,A:319-434
d1uwwa_,1uww,all-b,A:
d1wmxa_,1wmx,all-b,A:
d1nkga2,1nkg,all-b,A:338-508
d1xoya_,1xoy,all-b,A:
d1tg7a2,1tg7,all-b,A:667-848
d1tg7a3,1tg7,all-b,A:849-1011
d1w0na_,1w0n,all-b,A:
d2i74a1,2i74,all-b,A:472-651
d1v0aa1,1v0a,all-b,A:4-170
d1wkya1,1wky,all-b,A:340-490
d1bvp12,1bvp,all-b,1:121-254
d1uf2c2,1uf2,all-b,C:148-300
d1ahsa_,1ahs,all-b,A:
d1qhda2,1qhd,all-b,A:149-332
d1jsda_,1jsd,all-b,A:
d2viua_,2viu,all-b,A:
d1ti8a1,1ti8,all-b,A:13-325
d1flca1,1flc,all-b,A:151-306
d2chha1,2chh,all-b,A:1-113
d1ogmx1,1ogm,all-b,X:3-201
d1r75a_,1r75,all-b,A:
d1pm4a_,1pm4,all-b,A:
d1aola_,1aol,all-b,A:
d1utya_,1uty,all-b,A:
d1qhva_,1qhv,all-b,A:
d1h7za_,1h7z,all-b,A:
d1kkea2,1kke,all-b,A:313-455
d2f0ca1,2f0c,all-b,A:63-163
d1zrua1,1zru,all-b,A:162-264
d1alya_,1aly,all-b,A:
d1c3ha_,1c3h,all-b,A:
d1tnra_,1tnr,all-b,A:
d2tnfa_,2tnf,all-b,A:
d1dg6a_,1dg6,all-b,A:
d1s55a1,1s55,all-b,A:161-316
d1kxga_,1kxg,all-b,A:
d1rj8a_,1rj8,all-b,A:
d1o91a_,1o91,all-b,A:
d1pk6a_,1pk6,all-b,A:
d1pk6c_,1pk6,all-b,C:
d1xu1a_,1xu1,all-b,A:
d2hewf1,2hew,all-b,F:58-185
d1sfpa_,1sfp,all-b,A:
d1sppb_,1spp,all-b,B:
d1nt0a2,1nt0,all-b,A:165-278
d1szba1,1szb,all-b,A:3-123
d1nzia1,1nzi,all-b,A:1-117
d1nqja_,1nqj,all-b,A:
d2f4la1,2f4l,all-b,A:1-283
d1cb8a2,1cb8,all-b,A:600-700
d1rwha2,1rwh,all-b,A:645-757
d1n7oa2,1n7o,all-b,A:815-890
d1f1sa3,1f1s,all-b,A:912-984
d1x1ia2,1x1i,all-b,A:660-777
d1hn0a3,1hn0,all-b,A:900-1021
d1gwya_,1gwy,all-b,A:
d1x99a_,1x99,all-b,A:
d2f2ha1,2f2h,all-b,A:666-773
d1vpza_,1vpz,all-b,A:
d1rqwa_,1rqw,all-b,A:
d1mjsa_,1mjs,all-b,A:
d1g6ga_,1g6g,all-b,A:
d1dmza_,1dmz,all-b,A:
d1lgpa_,1lgp,all-b,A:
d1gxca_,1gxc,all-b,A:
d1mzka_,1mzk,all-b,A:
d1uhta_,1uht,all-b,A:
d1r21a_,1r21,all-b,A:
d2brfa1,2brf,all-b,A:8-108
d1wlna1,1wln,all-b,A:8-114
d2g1la1,2g1l,all-b,A:498-599
d2ff4a3,2ff4,all-b,A:284-382
d2cswa1,2csw,all-b,A:8-139
d1qwta_,1qwt,all-b,A:
d1wv3a1,1wv3,all-b,A:1-78
d1wv3a2,1wv3,all-b,A:79-186
d1cq3a_,1cq3,all-b,A:
d1p35a_,1p35,all-b,A:
d1nlsa_,1nls,all-b,A:
d1gzca_,1gzc,all-b,A:
d1v6ia_,1v6i,all-b,A:
d1dhkb_,1dhk,all-b,B:
d1gv9a_,1gv9,all-b,A:
d2a6za1,2a6z,all-b,A:7-227
d2ayha_,2ayh,all-b,A:
d1mvea_,1mve,all-b,A:
d1dypa_,1dyp,all-b,A:
d1umza_,1umz,all-b,A:
d1o4ya_,1o4y,all-b,A:
d1upsa1,1ups,all-b,A:19-284
d1w6na_,1w6n,all-b,A:
d1bkza_,1bkz,all-b,A:
d1g86a_,1g86,all-b,A:
d1ulea_,1ule,all-b,A:
d2nmoa1,2nmo,all-b,A:114-250
d1is3a_,1is3,all-b,A:
d1d2sa_,1d2s,all-b,A:
d1okqa1,1okq,all-b,A:2744-2932
d1okqa2,1okq,all-b,A:2933-3117
d1c4ra_,1c4r,all-b,A:
d1h30a1,1h30,all-b,A:261-451
d1h30a2,1h30,all-b,A:461-678
d1pz7a_,1pz7,all-b,A:
d2erfa1,2erf,all-b,A:10-215
d1ux6a1,1ux6,all-b,A:937-1152
d1saca_,1sac,all-b,A:
d1kqra_,1kqr,all-b,A:
d1oq1a_,1oq1,all-b,A:
d1j1ta_,1j1t,all-b,A:
d1vava_,1vav,all-b,A:
d1uaia_,1uai,all-b,A:
d1a8da1,1a8d,all-b,A:1-247
d1s0ea1,1s0e,all-b,A:862-1079
d1ikpa1,1ikp,all-b,A:2-251
d1w0pa1,1w0p,all-b,A:25-216
d1w0pa2,1w0p,all-b,A:347-543
d2slia1,2sli,all-b,A:81-276
d2ah2a1,2ah2,all-b,A:409-633
d1q2ba_,1q2b,all-b,A:
d1ojja_,1ojj,all-b,A:
d1uypa1,1uyp,all-b,A:295-432
d1y4wa1,1y4w,all-b,A:373-536
d2dfba1,2dfb,all-b,A:1-190
d2nlra_,2nlr,all-b,A:
d2bw8a1,2bw8,all-b,A:2-227
d1olra_,1olr,all-b,A:
d1wd3a1,1wd3,all-b,A:19-337
d2fnja1,2fnj,all-b,A:35-251
d2fbea1,2fbe,all-b,A:1-188
d1y7ba1,1y7b,all-b,A:325-534
d1yrza1,1yrz,all-b,A:1321-1525
d2a5za1,2a5z,all-b,A:24-262
d2c9aa2,2c9a,all-b,A:21-183
d1nsza_,1nsz,all-b,A:
d1snza_,1snz,all-b,A:
d1z45a1,1z45,all-b,A:358-699
d1lura_,1lur,all-b,A:
d1jova_,1jov,all-b,A:
d1jz8a4,1jz8,all-b,A:731-1023
d1yq2a4,1yq2,all-b,A:722-1023
d1cb8a3,1cb8,all-b,A:336-599
d1rwha3,1rwh,all-b,A:373-644
d1n7oa3,1n7o,all-b,A:541-814
d1x1ia3,1x1i,all-b,A:387-659
d1hn0a4,1hn0,all-b,A:619-899
d1h54a2,1h54,all-b,A:1-268
d1v7wa2,1v7w,all-b,A:1-270
d1lf6a2,1lf6,all-b,A:11-287
d1ug9a4,1ug9,all-b,A:2-273
d1k1xa2,1k1x,all-b,A:385-659
d1qwna2,1qwn,all-b,A:523-1044
d1txka2,1txk,all-b,A:23-396
d1nkga3,1nkg,all-b,A:1-250
d2f2ha2,2f2h,all-b,A:1-247
d1zy9a1,1zy9,all-b,A:1-177
d1jmma_,1jmm,all-b,A:
d1oaca1,1oac,all-b,A:301-724
d1w2za1,1w2z,all-b,A:207-647
d1w6ga1,1w6g,all-b,A:212-628
d2oqea1,2oqe,all-b,A:237-672
d1n9ea1,1n9e,all-b,A:316-775
d1hs6a2,1hs6,all-b,A:1-208
d1h2ca_,1h2c,all-b,A:
d1es6a2,1es6,all-b,A:201-321
d1mkfa_,1mkf,all-b,A:
d1qexa_,1qex,all-b,A:
d1wlga_,1wlg,all-b,A:
d1riea_,1rie,all-b,A:
d1rfsa_,1rfs,all-b,A:
d1g8kb_,1g8k,all-b,B:
d1jm1a_,1jm1,all-b,A:
d1nyka_,1nyk,all-b,A:
d1fqta_,1fqt,all-b,A:
d1vm9a_,1vm9,all-b,A:
d2b1xa1,2b1x,all-b,A:1-162
d1ulia1,1uli,all-b,A:17-170
d1z01a1,1z01,all-b,A:16-163
d2bmoa1,2bmo,all-b,A:3-152
d2de6a1,2de6,all-b,A:1-142
d1udxa1,1udx,all-b,A:1-156
d1biaa2,1bia,all-b,A:271-317
d1wqwa1,1wqw,all-b,A:189-235
d1g3sa3,1g3s,all-b,A:148-225
d1fx7a3,1fx7,all-b,A:145-230
d1igqa_,1igq,all-b,A:
d1ckaa_,1cka,all-b,A:
d1arka_,1ark,all-b,A:
d1bbza_,1bbz,all-b,A:
d1phta_,1pht,all-b,A:
d1u06a1,1u06,all-b,A:7-61
d1k9aa1,1k9a,all-b,A:6-76
d1gl5a_,1gl5,all-b,A:
d1gria1,1gri,all-b,A:1-56
d1gria2,1gri,all-b,A:157-217
d2iima1,2iim,all-b,A:58-119
d1ycsb2,1ycs,all-b,B:457-519
d1bb9a_,1bb9,all-b,A:
d1i07a_,1i07,all-b,A:
d1gcqc_,1gcq,all-b,C:
d1i1ja_,1i1j,all-b,A:
d1kjwa1,1kjw,all-b,A:430-525
d1jo8a_,1jo8,all-b,A:
d1ng2a1,1ng2,all-b,A:157-214
d1ng2a2,1ng2,all-b,A:215-332
d1k4us_,1k4u,all-b,S:
d1jqqa_,1jqq,all-b,A:
d1j3ta_,1j3t,all-b,A:
d1uffa_,1uff,all-b,A:
d1ug1a_,1ug1,all-b,A:
d1ugva_,1ugv,all-b,A:
d1oota_,1oot,all-b,A:
d1ri9a_,1ri9,all-b,A:
d1t0ha_,1t0h,all-b,A:
d1wfwa_,1wfw,all-b,A:
d1wiea_,1wie,all-b,A:
d1zuua1,1zuu,all-b,A:2-57
d1m9sa2,1m9s,all-b,A:391-465
d1m9sa3,1m9s,all-b,A:466-551
d2akka1,2akk,all-b,A:1-72
d2evra1,2evr,all-b,A:13-86
d1xova1,1xov,all-b,A:181-314
d2mysa1,2mys,all-b,A:34-79
d1w7ja1,1w7j,all-b,A:5-62
d1kk8a1,1kk8,all-b,A:29-76
d1d0ya1,1d0y,all-b,A:34-79
d1mhna_,1mhn,all-b,A:
d2g3ra1,2g3r,all-b,A:1485-1537
d2g3ra2,2g3r,all-b,A:1538-1603
d2d9ta1,2d9t,all-b,A:8-67
d2gfaa1,2gfa,all-b,A:956-1008
d2gfaa2,2gfa,all-b,A:897-955
d2diqa1,2diq,all-b,A:8-104
d2hqxa1,2hqx,all-b,A:8-97
d2diga1,2dig,all-b,A:8-62
d1khca_,1khc,all-b,A:
d1h3za_,1h3z,all-b,A:
d1n27a_,1n27,all-b,A:
d2daqa1,2daq,all-b,A:8-104
d1oi1a2,1oi1,all-b,A:140-243
d1oz2a1,1oz2,all-b,A:204-313
d1oz2a2,1oz2,all-b,A:314-421
d1wjra_,1wjr,all-b,A:
d1azpa_,1azp,all-b,A:
d2fmma1,2fmm,all-b,A:108-175
d1guwa_,1guw,all-b,A:
d1e0ba_,1e0b,all-b,A:
d1pfba_,1pfb,all-b,A:
d1g6za_,1g6z,all-b,A:
d1x3pa1,1x3p,all-b,A:1-54
d1x3qa1,1x3q,all-b,A:3-57
d1x32a1,1x32,all-b,A:3-47
d2dnta1,2dnt,all-b,A:8-73
d2b2ya1,2b2y,all-b,A:108-187
d2b2ya2,2b2y,all-b,A:13-107
d2dy8a1,2dy8,all-b,A:279-347
d2dy7a1,2dy7,all-b,A:172-252
d2buda1,2bud,all-b,A:367-454
d2f5ka1,2f5k,all-b,A:6-88
d1m4za_,1m4z,all-b,A:
d1t2sa_,1t2s,all-b,A:
d1si2a_,1si2,all-b,A:
d1u04a1,1u04,all-b,A:2-323
d1yvua1,1yvu,all-b,A:4-314
d1ixda_,1ixd,all-b,A:
d1whla_,1whl,all-b,A:
d1whma_,1whm,all-b,A:
d1whha_,1whh,all-b,A:
d2coza1,2coz,all-b,A:8-116
d1txqa1,1txq,all-b,A:25-98
d2cp5a1,2cp5,all-b,A:8-135
d2cp6a1,2cp6,all-b,A:8-167
d2gqva1,2gqv,all-b,A:20-78
d1jb0e_,1jb0,all-b,E:
d1dj7b_,1dj7,all-b,B:
d2cz1b1,2cz1,all-b,B:1-211
d1ugpb_,1ugp,all-b,B:
d1jj2s_,1jj2,all-b,S:
d2gyas1,2gya,all-b,S:3-101
d1jj2p_,1jj2,all-b,P:
d1iz6a1,1iz6,all-b,A:2-70
d1x6oa1,1x6o,all-b,A:19-86
d1khia1,1khi,all-b,A:27-102
d1ueba1,1ueb,all-b,A:1-63
d1rl2a1,1rl2,all-b,A:126-195
d1jj2a1,1jj2,all-b,A:91-237
d1nppa2,1npp,all-b,A:191-248
d2do3a1,2do3,all-b,A:462-523
d3vuba_,3vub,all-b,A:
d1m1fa_,1m1f,all-b,A:
d1ub4a_,1ub4,all-b,A:
d1ne8a_,1ne8,all-b,A:
d2a7ya1,2a7y,all-b,A:1-80
d1hyoa1,1hyo,all-b,A:1-118
d1ex4a1,1ex4,all-b,A:223-270
d1c0ma1,1c0m,all-b,A:217-269
d1sf9a_,1sf9,all-b,A:
d1y71a1,1y71,all-b,A:4-127
d1vbva1,1vbv,all-b,A:3-97
d2eyqa1,2eyq,all-b,A:466-545
d1we3o_,1we3,all-b,O:
d1g31a_,1g31,all-b,A:
d1auua_,1auu,all-b,A:
d1kwaa_,1kwa,all-b,A:
d2fe5a1,2fe5,all-b,A:223-314
d1tp5a1,1tp5,all-b,A:302-403
d1qava_,1qav,all-b,A:
d1r6ja_,1r6j,all-b,A:
d1w9ea1,1w9e,all-b,A:110-194
d2f0aa1,2f0a,all-b,A:251-342
d1qaua_,1qau,all-b,A:
d1gm1a_,1gm1,all-b,A:
d1g9oa_,1g9o,all-b,A:
d1ihja_,1ihj,all-b,A:
d1m5za_,1m5z,all-b,A:
d1p1da2,1p1d,all-b,A:115-213
d1v5qa_,1v5q,all-b,A:
d2h3la1,2h3l,all-b,A:1310-1412
d1nf3c_,1nf3,all-b,C:
d1n7ea_,1n7e,all-b,A:
d1ujva_,1ujv,all-b,A:
d1ueqa_,1ueq,all-b,A:
d1uewa_,1uew,all-b,A:
d1uepa_,1uep,all-b,A:
d1ufxa_,1ufx,all-b,A:
d1uf1a_,1uf1,all-b,A:
d1wh1a_,1wh1,all-b,A:
d1uita_,1uit,all-b,A:
d1ujda_,1ujd,all-b,A:
d1um1a_,1um1,all-b,A:
d1whaa_,1wha,all-b,A:
d1q3oa_,1q3o,all-b,A:
d1rgwa_,1rgw,all-b,A:
d1v62a_,1v62,all-b,A:
d1v6ba_,1v6b,all-b,A:
d1x5na1,1x5n,all-b,A:8-108
d1vaea_,1vae,all-b,A:
d1vb7a_,1vb7,all-b,A:
d1wg6a_,1wg6,all-b,A:
